game,category,game+category,time(seconds),released_year,nb_of_runs,main_platform,main_genre,engine,developer,publisher,nb_of_platforms,nb_of_genres
Spyro 2: Ripto's Rage!,Any%,Spyro 2: Ripto's Rage! - Any%,468,1999,115,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro 2: Ripto's Rage!,14 Talisman,Spyro 2: Ripto's Rage! - 14 Talisman,1407,1999,181,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro 2: Ripto's Rage!,40 Orb,Spyro 2: Ripto's Rage! - 40 Orb,2695,1999,95,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro 2: Ripto's Rage!,100%,Spyro 2: Ripto's Rage! - 100%,5683,1999,117,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Prehistorik Man (GB),Any%,Prehistorik Man (GB) - Any%,923,1996,2,Game Boy,,,,,1,
Castlevania III: Dracula's Curse,NES,Castlevania III: Dracula's Curse - NES,902,1989,34,Nintendo Entertainment System,Action,,Konami,Konami,4,1
Castlevania III: Dracula's Curse,Famicom,Castlevania III: Dracula's Curse - Famicom,1562,1989,17,Nintendo Entertainment System,Action,,Konami,Konami,4,1
Castlevania III: Dracula's Curse,NES Second Quest,Castlevania III: Dracula's Curse - NES Second Quest,1491,1989,5,Nintendo Entertainment System,Action,,Konami,Konami,4,1
Castlevania III: Dracula's Curse,FC Second Quest,Castlevania III: Dracula's Curse - FC Second Quest,1558,1989,2,Nintendo Entertainment System,Action,,Konami,Konami,4,1
Newer Super Mario Bros. DS,Any%,Newer Super Mario Bros. DS - Any%,1662,2017,12,Nintendo DS,Platformer,,Skawo,Skawo,3,1
Newer Super Mario Bros. DS,Cannonless,Newer Super Mario Bros. DS - Cannonless,4064,2017,3,Nintendo DS,Platformer,,Skawo,Skawo,3,1
Newer Super Mario Bros. DS,100%,Newer Super Mario Bros. DS - 100%,11584,2017,2,Nintendo DS,Platformer,,Skawo,Skawo,3,1
Sunset Riders (SNES),Any%,Sunset Riders (SNES) - Any%,1038,1993,35,Super Nintendo,,,,,1,
Sunset Riders (SNES),Any% (Co-Op),Sunset Riders (SNES) - Any% (Co-Op),1056,1993,10,Super Nintendo,,,,,1,
Castlevania: Dracula X,Bad Ending (Catacomb Shortcut),Castlevania: Dracula X - Bad Ending (Catacomb Shortcut),815,1995,32,Super Nintendo,,,,,3,
Castlevania: Dracula X,Good Ending,Castlevania: Dracula X - Good Ending,975,1995,10,Super Nintendo,,,,,3,
Castlevania: Dracula X,Best Ending,Castlevania: Dracula X - Best Ending,988,1995,11,Super Nintendo,,,,,3,
Castlevania: Dracula X,Whip Only,Castlevania: Dracula X - Whip Only,1115,1995,4,Super Nintendo,,,,,3,
The Addams Family (GB),Any%,The Addams Family (GB) - Any%,79.8,1992,16,Super Game Boy,,,,,5,
The Addams Family (GB),All Bosses,The Addams Family (GB) - All Bosses,568.19,1992,9,Super Game Boy,,,,,5,
Super Star Wars: Return of the Jedi,Any%,Super Star Wars: Return of the Jedi - Any%,1739,1994,5,Super Nintendo,,,,,2,
Super Star Wars: Return of the Jedi,Jedi Any%,Super Star Wars: Return of the Jedi - Jedi Any%,3072,1994,1,Super Nintendo,,,,,2,
Cadash,Any% (TG-16) One Player,Cadash - Any% (TG-16) One Player,1167,1989,4,Sega Genesis,,,,,3,
Cadash,Any% Wizard (Genesis),Cadash - Any% Wizard (Genesis),2102,1989,1,Sega Genesis,,,,,3,
Cadash,Any% Fighter (Genesis),Cadash - Any% Fighter (Genesis),1754,1989,4,Sega Genesis,,,,,3,
Super Metroid,Any%,Super Metroid - Any%,2455,1994,1140,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,100%,Super Metroid - 100%,4384,1994,498,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Low%,Super Metroid - Low%,2905,1994,79,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,RBO,Super Metroid - RBO,3517,1994,110,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Any% Glitched,Super Metroid - Any% Glitched,698,1994,29,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,GT Code,Super Metroid - GT Code,891,1994,199,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Map Completion,Super Metroid - Map Completion,4665,1994,32,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Sonic Spinball,Beat The Game,Sonic Spinball - Beat The Game,564,1993,16,GameCube,Action,,Polygames,SEGA,8,2
Sonic Spinball,All Emeralds,Sonic Spinball - All Emeralds,846,1993,11,GameCube,Action,,Polygames,SEGA,8,2
Sonic Spinball,Max Jackpot Bonus,Sonic Spinball - Max Jackpot Bonus,1666,1993,4,GameCube,Action,,Polygames,SEGA,8,2
Mega Man X5,All Stages,Mega Man X5 - All Stages,3073,2000,35,GameCube,,,,,5,
Mega Man X5,Any%,Mega Man X5 - Any%,1243,2000,11,GameCube,,,,,5,
Final Fantasy IV,Any% No Credit Warp SNES,Final Fantasy IV - Any% No Credit Warp SNES,6890,1991,44,Super Nintendo,,,,,8,
Final Fantasy IV,Any% No 64 SNES,Final Fantasy IV - Any% No 64 SNES,10951,1991,42,Super Nintendo,,,,,8,
Final Fantasy IV,Any% PSP,Final Fantasy IV - Any% PSP,9169,1991,13,Super Nintendo,,,,,8,
Final Fantasy IV,Any% PC,Final Fantasy IV - Any% PC,12986,1991,14,Super Nintendo,,,,,8,
Final Fantasy IV,Paladin SNES,Final Fantasy IV - Paladin SNES,3481,1991,138,Super Nintendo,,,,,8,
Moon Crystal,Any%,Moon Crystal - Any%,537,1992,24,Nintendo Entertainment System,,,Hect,Hect,1,
The Goonies II,Any%,The Goonies II - Any%,92333,1987,53,Nintendo Entertainment System,,,,,1,
The Goonies II,100%,The Goonies II - 100%,1386,1987,4,Nintendo Entertainment System,,,,,1,
Sonic Spinball,Beat The Game,Sonic Spinball - Beat The Game,564,1993,16,GameCube,Action,,Polygames,SEGA,8,2
Sonic Spinball,All Emeralds,Sonic Spinball - All Emeralds,846,1993,11,GameCube,Action,,Polygames,SEGA,8,2
Sonic Spinball,Max Jackpot Bonus,Sonic Spinball - Max Jackpot Bonus,1666,1993,4,GameCube,Action,,Polygames,SEGA,8,2
Pokémon FireRed/LeafGreen,Any%,Pokémon FireRed/LeafGreen - Any%,7192,2004,132,Game Boy Advance,,,,,4,
Pokémon FireRed/LeafGreen,Elite 4 Round 2,Pokémon FireRed/LeafGreen - Elite 4 Round 2,12535,2004,26,Game Boy Advance,,,,,4,
Gomola Speed,Any%,Gomola Speed - Any%,2255,1990,1,TurboGrafx-16/PC Engine,,,,,1,
Mega Man: Dr. Wily's Revenge,Any%,Mega Man: Dr. Wily's Revenge - Any%,1137,1991,1,Super Game Boy,,,,,5,
Yoshi's Island: Super Mario Advance 3,Any% Warpless,Yoshi's Island: Super Mario Advance 3 - Any% Warpless,7353,2002,7,Game Boy Advance,,,,,3,
Yoshi's Island: Super Mario Advance 3,Any%,Yoshi's Island: Super Mario Advance 3 - Any%,7447,2002,2,Game Boy Advance,,,,,3,
Yoshi's Island: Super Mario Advance 3,100%,Yoshi's Island: Super Mario Advance 3 - 100%,184312,2002,2,Game Boy Advance,,,,,3,
The SpongeBob SquarePants Movie,No Pause Storage,The SpongeBob SquarePants Movie - No Pause Storage,3989,2004,58,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,7,2
The SpongeBob SquarePants Movie,All Tokens,The SpongeBob SquarePants Movie - All Tokens,8682,2004,8,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,7,2
The SpongeBob SquarePants Movie,No Mindy Skip,The SpongeBob SquarePants Movie - No Mindy Skip,5080,2004,116,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,7,2
The SpongeBob SquarePants Movie,100%,The SpongeBob SquarePants Movie - 100%,9166,2004,12,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,7,2
The SpongeBob SquarePants Movie,All Extras,The SpongeBob SquarePants Movie - All Extras,4696,2004,9,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,7,2
The SpongeBob SquarePants Movie,Any%,The SpongeBob SquarePants Movie - Any%,2080,2004,5,GameCube,Platformer,Renderware,Heavy Iron Studios,THQ,7,2
Splatterhouse 2,Any% (Normal),Splatterhouse 2 - Any% (Normal),928.76,1992,8,Wii Virtual Console,,,Now Production,Namco,3,
Splatterhouse 2,Difficult,Splatterhouse 2 - Difficult,928.76,1992,0,Wii Virtual Console,,,Now Production,Namco,3,
Splatterhouse 2,Game Master,Splatterhouse 2 - Game Master,1061,1992,3,Wii Virtual Console,,,Now Production,Namco,3,
Golden Axe Warrior,Any%,Golden Axe Warrior - Any%,4297,1991,2,Sega Master System,Action-adventure,,,,1,1
Sparkster (SNES),Easy,Sparkster (SNES) - Easy,769,1994,34,Super Nintendo,,,,,1,
Sparkster (SNES),Normal,Sparkster (SNES) - Normal,1117,1994,25,Super Nintendo,,,,,1,
Sparkster (SNES),Hard,Sparkster (SNES) - Hard,1222,1994,8,Super Nintendo,,,,,1,
Werewolf: The Last Warrior,Any%,Werewolf: The Last Warrior - Any%,597,1990,6,Nintendo Entertainment System,,,,,1,
Werewolf: The Last Warrior,Any% (J),Werewolf: The Last Warrior - Any% (J),597,1990,0,Nintendo Entertainment System,,,,,1,
Werewolf: The Last Warrior,Any% No Super WW Glitch,Werewolf: The Last Warrior - Any% No Super WW Glitch,702,1990,2,Nintendo Entertainment System,,,,,1,
Werewolf: The Last Warrior,Any% No Super WW Glitch (J),Werewolf: The Last Warrior - Any% No Super WW Glitch (J),702,1990,0,Nintendo Entertainment System,,,,,1,
Jazz Jackrabbit,6 Episodes,Jazz Jackrabbit - 6 Episodes,1673.11,1994,4,MS-DOS,2D sidescrolling run-and-gun platformer,,Epic MegaGames,Epic MegaGames,1,1
Jazz Jackrabbit,A-C Episodes,Jazz Jackrabbit - A-C Episodes,965.83,1994,1,MS-DOS,2D sidescrolling run-and-gun platformer,,Epic MegaGames,Epic MegaGames,1,1
Kuru Kuru Kururin,Any% (Normal),Kuru Kuru Kururin - Any% (Normal),715,2001,70,Game Boy Advance,,,,,3,
Kuru Kuru Kururin,Best Ending (Normal),Kuru Kuru Kururin - Best Ending (Normal),797,2001,5,Game Boy Advance,,,,,3,
Kuru Kuru Kururin,Any% (Easy),Kuru Kuru Kururin - Any% (Easy),618,2001,4,Game Boy Advance,,,,,3,
Kuru Kuru Kururin,Best Ending (Easy),Kuru Kuru Kururin - Best Ending (Easy),775,2001,2,Game Boy Advance,,,,,3,
Kuru Kuru Kururin,100%,Kuru Kuru Kururin - 100%,2205,2001,1,Game Boy Advance,,,,,3,
Castlevania: Portrait of Ruin,No OoB,Castlevania: Portrait of Ruin - No OoB,2574,2006,14,Nintendo DS,,,,,2,
Castlevania: Portrait of Ruin,Richter Mode,Castlevania: Portrait of Ruin - Richter Mode,1438,2006,10,Nintendo DS,,,,,2,
Castlevania: Portrait of Ruin,Any%,Castlevania: Portrait of Ruin - Any%,736,2006,8,Nintendo DS,,,,,2,
Castlevania: Portrait of Ruin,All Bosses,Castlevania: Portrait of Ruin - All Bosses,3545,2006,1,Nintendo DS,,,,,2,
Super Mario 64: The Green Stars,0 Star,Super Mario 64: The Green Stars - 0 Star,352.1,2013,44,Nintendo 64,,,Kampel125,Kampel125,3,
Super Mario 64: The Green Stars,80 Star,Super Mario 64: The Green Stars - 80 Star,3432,2013,38,Nintendo 64,,,Kampel125,Kampel125,3,
Super Mario 64: The Green Stars,130 Star,Super Mario 64: The Green Stars - 130 Star,7254,2013,20,Nintendo 64,,,Kampel125,Kampel125,3,
Ecco: The Tides of Time,Any%,Ecco: The Tides of Time - Any%,1958,1994,9,Wii Virtual Console,,,,,4,
Ecco: The Tides of Time,Any% Hard,Ecco: The Tides of Time - Any% Hard,2898,1994,2,Wii Virtual Console,,,,,4,
The Legend of Zelda: Majora's Mask,Any%,The Legend of Zelda: Majora's Mask - Any%,1485,2000,307,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,100%,The Legend of Zelda: Majora's Mask - 100%,15468,2000,68,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,All Masks,The Legend of Zelda: Majora's Mask - All Masks,5048,2000,53,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,All Dungeons,The Legend of Zelda: Majora's Mask - All Dungeons,2440,2000,46,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,Defeat Majora,The Legend of Zelda: Majora's Mask - Defeat Majora,162967,2000,19,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,AFR,The Legend of Zelda: Majora's Mask - AFR,6604,2000,28,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,TDC,The Legend of Zelda: Majora's Mask - TDC,5845,2000,5,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,Glitchless,The Legend of Zelda: Majora's Mask - Glitchless,8890,2000,142,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
The Legend of Zelda: Majora's Mask,Monthlies,The Legend of Zelda: Majora's Mask - Monthlies,865,2000,3,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo,4,1
Battle Kid 2: Mountain of Torment,Any%,Battle Kid 2: Mountain of Torment - Any%,3210,2012,6,Nintendo Entertainment System,,,,,1,
Battle Kid 2: Mountain of Torment,100%,Battle Kid 2: Mountain of Torment - 100%,5696,2012,1,Nintendo Entertainment System,,,,,1,
Fire Emblem Gaiden,Any%,Fire Emblem Gaiden - Any%,5696,1992,0,Nintendo Entertainment System,,,,,4,
Sonic Advance 3,Beat the game,Sonic Advance 3 - Beat the game,2430,2004,8,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Sonic Advance 3,Best Ending,Sonic Advance 3 - Best Ending,4698,2004,3,Game Boy Advance,Action,,Sonic Team,SEGA,2,1
Skyblazer,Any%,Skyblazer - Any%,1508,1994,28,Super Nintendo,,,,,1,
Wario Land: Super Mario Land 3,Any%,Wario Land: Super Mario Land 3 - Any%,1372,1994,27,Game Boy Color,Platformer,,,Nintendo,5,1
Wario Land: Super Mario Land 3,No Major Skips,Wario Land: Super Mario Land 3 - No Major Skips,2162,1994,16,Game Boy Color,Platformer,,,Nintendo,5,1
Wario Land: Super Mario Land 3,Glitchless,Wario Land: Super Mario Land 3 - Glitchless,2470,1994,10,Game Boy Color,Platformer,,,Nintendo,5,1
Kirby's Adventure,Any% No Major Glitches,Kirby's Adventure - Any% No Major Glitches,2567,1993,103,Nintendo Entertainment System,,,,,8,
Kirby's Adventure,100% No Major Glitches,Kirby's Adventure - 100% No Major Glitches,2917,1993,24,Nintendo Entertainment System,,,,,8,
Kirby's Adventure,Any%,Kirby's Adventure - Any%,41.6,1993,17,Nintendo Entertainment System,,,,,8,
Conquest of the Crystal Palace,Any% US,Conquest of the Crystal Palace - Any% US,704,1990,12,Nintendo Entertainment System,,,,,1,
Conquest of the Crystal Palace,Any% JP,Conquest of the Crystal Palace - Any% JP,1222,1990,1,Nintendo Entertainment System,,,,,1,
Pokémon Crystal,Any% Glitchless,Pokémon Crystal - Any% Glitchless,9136,2000,64,Game Boy Color,,,,,6,
Pokémon Crystal,Any%,Pokémon Crystal - Any%,304,2000,15,Game Boy Color,,,,,6,
Battletoads in Battlemaniacs,Pimple,Battletoads in Battlemaniacs - Pimple,1175.27,1993,12,Super Nintendo,,,,,1,
Battletoads in Battlemaniacs,Rash,Battletoads in Battlemaniacs - Rash,1157,1993,12,Super Nintendo,,,,,1,
Battletoads in Battlemaniacs,Co-op A,Battletoads in Battlemaniacs - Co-op A,1128,1993,1,Super Nintendo,,,,,1,
Battletoads in Battlemaniacs,Co-op B,Battletoads in Battlemaniacs - Co-op B,1224,1993,2,Super Nintendo,,,,,1,
Kaizo Mario Bros. 3,Any%,Kaizo Mario Bros. 3 - Any%,1192,2015,5,Nintendo Entertainment System,,,,,1,
Marvel Super Heroes vs. Street Fighter,Arcade,Marvel Super Heroes vs. Street Fighter - Arcade,390,1997,10,Sega Saturn,,,,,4,
Marvel Super Heroes vs. Street Fighter,Playstation,Marvel Super Heroes vs. Street Fighter - Playstation,653,1997,2,Sega Saturn,,,,,4,
Marvel Super Heroes vs. Street Fighter,Saturn,Marvel Super Heroes vs. Street Fighter - Saturn,653,1997,0,Sega Saturn,,,,,4,
Mortal Kombat 3,Arcade,Mortal Kombat 3 - Arcade,174,1995,12,Super Nintendo,Fighting,,Midway Games,Midway Games,19,2
Mortal Kombat 3,SNES,Mortal Kombat 3 - SNES,308.267,1995,8,Super Nintendo,Fighting,,Midway Games,Midway Games,19,2
Mortal Kombat 3,Genesis,Mortal Kombat 3 - Genesis,416,1995,7,Super Nintendo,Fighting,,Midway Games,Midway Games,19,2
Mortal Kombat 3,Game Boy,Mortal Kombat 3 - Game Boy,396,1995,6,Super Nintendo,Fighting,,Midway Games,Midway Games,19,2
Mortal Kombat 3,Game Gear,Mortal Kombat 3 - Game Gear,668,1995,2,Super Nintendo,Fighting,,Midway Games,Midway Games,19,2
Metal Gear,Any%,Metal Gear - Any%,1458,1988,27,Nintendo Entertainment System,,,,,1,
Metal Gear,Deathless,Metal Gear - Deathless,1656,1988,6,Nintendo Entertainment System,,,,,1,
Metal Gear,100%,Metal Gear - 100%,2271,1988,2,Nintendo Entertainment System,,,,,1,
Super Mario RPG: Legend of the Seven Stars,Any%,Super Mario RPG: Legend of the Seven Stars - Any%,9973,1996,101,Super Nintendo,,,,,4,
Super Mario RPG: Legend of the Seven Stars,Low Level,Super Mario RPG: Legend of the Seven Stars - Low Level,31942,1996,7,Super Nintendo,,,,,4,
Super Mario RPG: Legend of the Seven Stars,Beat Culex,Super Mario RPG: Legend of the Seven Stars - Beat Culex,5769,1996,8,Super Nintendo,,,,,4,
Bomberman 64,Any% (Normal),Bomberman 64 - Any% (Normal),1426,1997,71,Nintendo 64,,,,,2,
Bomberman 64,Any% (Hard),Bomberman 64 - Any% (Hard),1526,1997,10,Nintendo 64,,,,,2,
Bomberman 64,100%,Bomberman 64 - 100%,5049,1997,5,Nintendo 64,,,,,2,
Bomberman 64,120 Cards,Bomberman 64 - 120 Cards,3984,1997,8,Nintendo 64,,,,,2,
Bonk's Adventure (GB),Any%,Bonk's Adventure (GB) - Any%,997,1992,13,Super Game Boy,,,,,4,
The Simpsons Game,PS3/X360,The Simpsons Game - PS3/X360,1345,2007,15,Wii U,Action,Asura,Rebellion Developments,Electronic Arts,7,2
The Simpsons Game,Wii/PS2,The Simpsons Game - Wii/PS2,3640,2007,12,Wii U,Action,Asura,Rebellion Developments,Electronic Arts,7,2
The Simpsons Game,PSP,The Simpsons Game - PSP,6052,2007,2,Wii U,Action,Asura,Rebellion Developments,Electronic Arts,7,2
Phantasy Star IV,Any% NMG,Phantasy Star IV - Any% NMG,9947,1993,21,Wii Virtual Console,Role-playing Game,,,,8,1
Phantasy Star IV,Any% NMG JP,Phantasy Star IV - Any% NMG JP,9947,1993,0,Wii Virtual Console,Role-playing Game,,,,8,1
Phantasy Star IV,Any%,Phantasy Star IV - Any%,1820,1993,4,Wii Virtual Console,Role-playing Game,,,,8,1
Phantasy Star IV,100%,Phantasy Star IV - 100%,15856,1993,3,Wii Virtual Console,Role-playing Game,,,,8,1
Phantasy Star IV,Zio%,Phantasy Star IV - Zio%,3083,1993,13,Wii Virtual Console,Role-playing Game,,,,8,1
Battle City,Any% (1 Player),Battle City - Any% (1 Player),1399,1985,26,Nintendo Entertainment System,,,,,5,
Battle City,Any% (2 Players Solo),Battle City - Any% (2 Players Solo),1324,1985,6,Nintendo Entertainment System,,,,,5,
Battle City,Any% (2 Players),Battle City - Any% (2 Players),1024,1985,7,Nintendo Entertainment System,,,,,5,
NFL Street,Any%,NFL Street - Any%,18465,2004,2,GameCube,Sports,Gamecube,EA Tiburon,EA Sports BIG,3,2
NFL Street,Co-op,NFL Street - Co-op,18465,2004,0,GameCube,Sports,Gamecube,EA Tiburon,EA Sports BIG,3,2
Journey to Silius,Any%,Journey to Silius - Any%,517.23,1990,26,Nintendo Entertainment System,,,,,1,
Journey to Silius,Warpless,Journey to Silius - Warpless,652,1990,6,Nintendo Entertainment System,,,,,1,
Alex Kidd in Miracle World,Beat the Game,Alex Kidd in Miracle World - Beat the Game,628,1986,21,Sega Master System,Platformer,,SEGA,SEGA,1,1
Donkey Konga,100%,Donkey Konga - 100%,4534,2003,2,GameCube,Rhythm,,Namco,Nintendo,1,1
Donkey Konga,All The Small Things%,Donkey Konga - All The Small Things%,169,2003,8,GameCube,Rhythm,,Namco,Nintendo,1,1
Donkey Konga,The Impression That I Get%,Donkey Konga - The Impression That I Get%,158,2003,4,GameCube,Rhythm,,Namco,Nintendo,1,1
Donkey Konga,On the Road Again%,Donkey Konga - On the Road Again%,150,2003,3,GameCube,Rhythm,,Namco,Nintendo,1,1
Jewel Master,Normal,Jewel Master - Normal,674,1991,5,Sega Genesis,,,SEGA,SEGA,1,
Jewel Master,Easy,Jewel Master - Easy,674,1991,0,Sega Genesis,,,SEGA,SEGA,1,
Jewel Master,Hard,Jewel Master - Hard,674,1991,0,Sega Genesis,,,SEGA,SEGA,1,
Donkey Kong Country 2 Unveiled,Any%,Donkey Kong Country 2 Unveiled - Any%,3374,2020,5,Super Nintendo,Platformer,,emptysys,,1,1
Donkey Kong Country 2 Unveiled,102%,Donkey Kong Country 2 Unveiled - 102%,7779,2020,3,Super Nintendo,Platformer,,emptysys,,1,1
Donkey Kong Country 2 Unveiled,True Ending,Donkey Kong Country 2 Unveiled - True Ending,7779,2020,0,Super Nintendo,Platformer,,emptysys,,1,1
Kirby 64: The Crystal Shards,100%,Kirby 64: The Crystal Shards - 100%,4011,2000,82,Nintendo 64,,,,,5,
Kirby 64: The Crystal Shards,Any%,Kirby 64: The Crystal Shards - Any%,3513,2000,61,Nintendo 64,,,,,5,
Final Doom (PC),TNT: Evilution,Final Doom (PC) - TNT: Evilution,1986,1996,7,PC,,,,,1,
Final Doom (PC),The Plutonia Experiment,Final Doom (PC) - The Plutonia Experiment,1,1996,8,PC,,,,,1,
Wild Arms,Any% No ACE,Wild Arms - Any% No ACE,5046,1996,18,PlayStation 2,RPG,,Media.Vision Entertainment Inc.,Sony Interactive Entertainment,5,1
Wild Arms,Any%,Wild Arms - Any%,2988,1996,7,PlayStation 2,RPG,,Media.Vision Entertainment Inc.,Sony Interactive Entertainment,5,1
Wild Arms,Any% Glitchless,Wild Arms - Any% Glitchless,26044,1996,1,PlayStation 2,RPG,,Media.Vision Entertainment Inc.,Sony Interactive Entertainment,5,1
Wild Arms,BGUD,Wild Arms - BGUD,3205,1996,3,PlayStation 2,RPG,,Media.Vision Entertainment Inc.,Sony Interactive Entertainment,5,1
Wild Arms,No ACE Unrestricted,Wild Arms - No ACE Unrestricted,5444,1996,2,PlayStation 2,RPG,,Media.Vision Entertainment Inc.,Sony Interactive Entertainment,5,1
Star Wars Episode I: Racer,Any%,Star Wars Episode I: Racer - Any%,1917,1999,23,Nintendo 64,Racing,,LucasArts,LucasArts,6,1
Star Wars Episode I: Racer,Semi-Pro Circuit,Star Wars Episode I: Racer - Semi-Pro Circuit,1841.89,1999,20,Nintendo 64,Racing,,LucasArts,LucasArts,6,1
Star Wars Episode I: Racer,Amateur Circuit,Star Wars Episode I: Racer - Amateur Circuit,1220,1999,45,Nintendo 64,Racing,,LucasArts,LucasArts,6,1
Star Wars Episode I: Racer,100%,Star Wars Episode I: Racer - 100%,4776,1999,17,Nintendo 64,Racing,,LucasArts,LucasArts,6,1
Star Wars Episode I: Racer,All Tracks NG+,Star Wars Episode I: Racer - All Tracks NG+,4892,1999,14,Nintendo 64,Racing,,LucasArts,LucasArts,6,1
Bomberman Quest,Any%,Bomberman Quest - Any%,476,1998,4,Game Boy Color,,,Hudson Soft,Hudson Soft,1,
Resident Evil 4 (Steam),New Game,Resident Evil 4 (Steam) - New Game,4653,2014,149,PC,Action,,Capcom,Capcom,1,2
Resident Evil 4 (Steam),New Game+,Resident Evil 4 (Steam) - New Game+,4338,2014,163,PC,Action,,Capcom,Capcom,1,2
