game,category,game+category,TAS_time(seconds)
Gex 3: Deep Pocket Gecko,Any%,Gex 3: Deep Pocket Gecko - Any%,1642.7
Shadow of the Beast,Any%,Shadow of the Beast - Any%,716.9
Speedy Gonzales: Aztec Adventure,Any%,Speedy Gonzales: Aztec Adventure - Any%,1817.5
Kaeru no Tame ni Kane wa Naru,Any%,Kaeru no Tame ni Kane wa Naru - Any%,5263.3
Super Mario Bros.,-3 stage ending,Super Mario Bros. - -3 stage ending,164.61
Kung Fu,Any%,Kung Fu - Any%,221.14
Super Puyo Puyo 2,Any%,Super Puyo Puyo 2 - Any%,214.72
Smart Ball,Any%,Smart Ball - Any%,867.37
Excitebike,Any%,Excitebike - Any%,329.44
Excitebike,first track,Excitebike - first track,53.97
X-Men vs. Street Fighter,Any%,X-Men vs. Street Fighter - Any%,698.38
Extra Mario Bros.,Any%,Extra Mario Bros. - Any%,1164.68
Kid Chameleon,Maximum Levels,Kid Chameleon - Maximum Levels,1797.7
Ardy Lightfoot,Any%,Ardy Lightfoot - Any%,1196.93
Transformers: Convoy no Nazo,Any%,Transformers: Convoy no Nazo - Any%,260.39
Yo! Noid,Any%,Yo! Noid - Any%,1169.27
The Legend of Zelda: Outlands,Any%,The Legend of Zelda: Outlands - Any%,1134.9
Animaniacs,best ending,Animaniacs - best ending,1320.63
Keith Courage in Alpha Zones,Any%,Keith Courage in Alpha Zones - Any%,977.3
Wario's Woods,Time Race,Wario's Woods - Time Race,993.33
Resident Evil 3: Nemesis,best ending,Resident Evil 3: Nemesis - best ending,4045.52
Werewolf: The Last Warrior,Any%,Werewolf: The Last Warrior - Any%,539.58
Zero: The Kamikaze Squirrel,Any%,Zero: The Kamikaze Squirrel - Any%,578.85
Young Merlin,100%,Young Merlin - 100%,2402.2
ESWAT: City Under Siege,Any%,ESWAT: City Under Siege - Any%,802.68
Kid Niki 3,Any%,Kid Niki 3 - Any%,497.62
Monster in My Pocket,Any%,Monster in My Pocket - Any%,854.97
8 Eyes,Any%,8 Eyes - Any%,1000.28
Battle Formula: Super Spy Hunter,Any%,Battle Formula: Super Spy Hunter - Any%,1418.42
Gradius III,100% kills,Gradius III - 100% kills,1823.42
Kaizou Choujin Shubibinman Zero,Any%,Kaizou Choujin Shubibinman Zero - Any%,768.17
Rygar,Any%,Rygar - Any%,388.72
Mickey Mouse 3: Yume Fuusen,Any%,Mickey Mouse 3: Yume Fuusen - Any%,789.92
Guerrilla War,Any%,Guerrilla War - Any%,782.35
Streets of Rage,Any%,Streets of Rage - Any%,1185.45
RoboCop versus The Terminator,Any%,RoboCop versus The Terminator - Any%,846.92
Tecmo Super Bowl,Any%,Tecmo Super Bowl - Any%,665.02
Disney's Goof Troop,Any%,Disney's Goof Troop - Any%,996.57
Sub-Terrania,Any%,Sub-Terrania - Any%,400.62
Blaster Master 2,Any%,Blaster Master 2 - Any%,1529.22
U.N. Squadron,Any%,U.N. Squadron - Any%,1113.27
G.I. Joe,Any%,G.I. Joe - Any%,1009.6
Bucky O'Hare,Any%,Bucky O'Hare - Any%,1333.6
Legacy of the Wizard,Any%,Legacy of the Wizard - Any%,824.23
Wizards & Warriors,Any%,Wizards & Warriors - Any%,575.42
Kid Niki 2,Any%,Kid Niki 2 - Any%,546.88
Metroid II: Return of Samus,no select glitch,Metroid II: Return of Samus - no select glitch,2777.4
Tom Clancy's Splinter Cell,Any%,Tom Clancy's Splinter Cell - Any%,2164.7
Wizards & Warriors,all levels,Wizards & Warriors - all levels,734.93
Choujin Sentai Jetman,Any%,Choujin Sentai Jetman - Any%,563.95
Dizzy the Adventurer,Any%,Dizzy the Adventurer - Any%,469.67
Youkai Douchuuki,Any%,Youkai Douchuuki - Any%,791.35
Hi no Tori: Gaou no Bouken,Any%,Hi no Tori: Gaou no Bouken - Any%,856.73
Blaster Master: Enemy Below,Any%,Blaster Master: Enemy Below - Any%,2563.17
Paperboy,Any%,Paperboy - Any%,690.78
Super Dodge Ball,Any%,Super Dodge Ball - Any%,347.73
Splatterhouse: Wanpaku Graffiti,Any%,Splatterhouse: Wanpaku Graffiti - Any%,1016.97
Whomp ‛Em,Any%,Whomp ‛Em - Any%,699.45
Totally Rad,Any%,Totally Rad - Any%,727.57
The Legend of Kage,Any%,The Legend of Kage - Any%,336.97
Dragon Fighter,Any%,Dragon Fighter - Any%,735.28
Kendo Rage,Any%,Kendo Rage - Any%,619.8
